ID,연도,성별,연령,학력,혼인상태,거주지역,직업,주업,직장지위,주5일근무제실시여부,차량보유여부,개인소득,소득분위,관광휴양여부,여행유형,월,계절,여행일수(박),여행총경비,지출비용포함인원수,1인지출비용,개인휴가사용여부,지역코드,시,숙박시설,여행활동1,여행활동2,여행활동3,여행활동4,여행활동5,주요이동교통수단,여행지선택이유_1순위,여행지선택이유_2순위,만족도_자연경관,만족도_문화유산,만족도_교통,만족도_식당및음식,만족도_쇼핑,만족도_관광정보및안내시설,만족도_관광지편의시설,만족도_지역관광종사자의친절성,만족도_체험프로그램,만족도_관광지물가,만족도_관광지혼잡도,전반적만족도,재방문의도,타인추천의도,총만족도
374,2021,2,3,4,2,11,1,3,1,1,1,4,4,Y,4,8,2,0,199998,3,66666,0,12,충청남도,0,Y,Y,Y,N,N,1,12,1,5,9,5,5,9,5,5,5,9,5,5,4,4,4,만족
375,2021,2,3,4,1,11,1,3,1,1,1,3,4,Y,4,11,3,0,145000,1,145000,0,6,대전광역시,0,Y,Y,N,N,Y,1,5,7,4,4,5,4,4,4,4,5,9,4,4,4,4,4,만족
376,2021,1,5,4,2,11,1,2,1,2,1,5,3,Y,4,2,4,0,300000,3,100000,0,7,울산광역시,0,Y,Y,N,N,Y,2,5,2,5,2,3,4,9,9,4,4,3,3,4,5,5,5,매우만족
377,2021,1,3,4,1,11,1,3,1,1,1,3,2,Y,4,3,1,0,40000,1,40000,0,6,대전광역시,0,Y,Y,N,Y,N,1,2,1,5,4,3,4,3,3,3,4,9,3,3,4,4,4,만족
378,2021,2,5,3,2,11,3,4,3,2,1,3,3,Y,4,9,3,0,80000,2,40000,0,9,경기도,0,Y,Y,N,N,N,1,4,5,4,9,4,9,4,9,9,9,9,4,4,4,3,3,만족
379,2021,2,5,3,2,11,1,3,1,1,1,3,3,Y,4,8,2,0,237000,4,59250,0,12,충청남도,0,Y,Y,Y,N,N,1,4,2,5,9,4,5,4,5,5,5,4,4,4,5,4,4,매우만족
380,2021,2,7,1,2,11,4,6,4,2,1,1,1,Y,4,4,1,0,192500,1,192500,0,6,대전광역시,0,N,Y,N,N,Y,1,15,8,3,9,3,4,9,3,4,4,9,3,3,3,3,3,보통
381,2021,1,4,3,2,11,1,7,1,1,1,4,3,Y,4,10,3,0,45000,1,45000,0,6,대전광역시,0,N,N,N,N,Y,1,13,0,3,9,3,4,9,4,4,4,9,3,3,4,3,3,만족
382,2021,1,3,3,1,11,1,2,1,1,1,3,2,Y,5,1,4,0,120000,2,60000,0,11,충청북도,0,Y,Y,N,N,N,1,3,14,3,2,5,3,3,9,4,4,3,4,3,3,3,3,보통
383,2021,1,5,4,2,11,1,2,1,1,1,5,4,Y,4,11,3,0,40000,1,40000,0,9,경기도,0,N,Y,N,N,Y,1,3,0,4,9,4,4,9,9,4,5,4,5,4,4,3,3,만족
384,2021,1,5,4,2,11,1,3,1,1,1,5,3,Y,4,7,2,0,60000,1,60000,0,11,충청북도,0,N,Y,N,N,Y,1,4,5,5,4,2,3,9,9,4,3,9,2,3,4,3,3,만족
385,2021,1,4,4,2,11,1,3,1,1,1,4,2,Y,4,10,3,0,50000,1,50000,0,13,전라북도,0,Y,Y,N,N,N,1,15,0,5,9,4,4,9,4,4,4,9,3,4,4,4,4,만족
386,2021,1,6,3,1,11,4,6,4,2,1,1,2,Y,4,10,3,0,50000,1,50000,0,11,충청북도,0,Y,Y,N,N,N,1,1,3,3,9,3,3,2,3,4,3,9,4,5,3,3,3,보통
387,2021,2,3,4,1,11,1,3,1,1,1,3,3,Y,4,1,4,0,100000,2,50000,0,11,충청북도,0,N,Y,N,Y,N,1,7,8,3,3,4,4,5,3,4,4,4,2,4,4,4,4,만족
388,2021,1,3,4,2,11,1,3,1,1,1,4,3,Y,4,6,2,1,200000,2,100000,0,6,대전광역시,7,Y,Y,N,N,N,1,6,1,5,4,4,5,4,4,5,4,9,4,5,4,4,4,만족
389,2021,2,3,4,2,11,1,3,1,1,1,3,3,Y,4,10,3,0,260000,4,65000,0,11,충청북도,0,N,Y,N,N,Y,1,14,5,2,9,3,4,5,9,4,3,5,4,4,3,4,3,만족
390,2021,1,6,4,3,11,3,2,3,1,1,3,2,Y,4,10,3,0,80000,2,40000,0,9,경기도,0,Y,Y,N,N,N,1,5,3,3,9,1,3,9,9,4,4,9,4,2,3,3,3,보통
391,2021,1,4,4,2,11,1,3,1,1,1,4,4,Y,4,3,1,0,150000,3,50000,0,11,충청북도,0,Y,Y,N,N,N,1,8,14,5,4,5,5,9,4,4,4,9,4,5,4,4,4,만족
392,2021,2,5,3,2,11,1,4,1,1,1,2,3,N,2,3,1,0,123000,2,61500,0,11,충청북도,0,Y,Y,N,N,N,1,14,1,4,9,4,4,3,4,5,5,9,4,4,4,4,4,만족
393,2021,2,6,3,2,11,1,5,1,1,1,2,3,N,5,3,1,0,80000,2,40000,0,6,대전광역시,0,Y,Y,N,N,N,1,2,1,5,9,4,5,9,4,5,4,9,3,4,4,4,3,만족
394,2021,1,6,3,4,11,1,8,1,2,1,3,2,Y,4,6,2,0,50000,1,50000,0,11,충청북도,0,N,Y,N,N,Y,1,1,3,2,3,4,3,9,9,3,2,3,4,3,2,3,3,보통
395,2021,1,5,4,2,11,1,1,1,1,1,6,3,Y,4,12,4,0,150000,2,75000,0,11,충청북도,0,Y,Y,N,N,Y,1,5,11,5,4,4,5,4,5,4,4,9,4,4,4,4,4,만족
396,2021,1,6,3,2,11,3,7,3,2,1,3,2,Y,4,1,4,0,58000,1,58000,0,11,충청북도,0,Y,Y,N,N,Y,1,9,4,3,2,4,3,9,9,4,4,9,3,4,3,2,2,불만족
397,2021,1,3,4,1,11,3,6,3,2,1,3,2,Y,4,1,4,0,31000,1,31000,0,11,충청북도,0,N,Y,N,N,Y,1,13,8,1,2,4,2,9,9,3,3,9,4,3,2,2,2,불만족
398,2021,1,5,4,2,11,1,3,1,1,1,4,3,N,5,3,1,0,40000,1,40000,0,8,세종특별자치시,0,Y,Y,N,N,N,1,1,5,5,4,4,4,9,4,5,4,9,4,4,5,4,4,매우만족
399,2021,1,4,4,2,11,1,3,1,1,1,4,2,N,5,3,1,0,70000,1,70000,0,1,서울특별시,0,Y,Y,N,N,N,1,5,14,5,9,5,4,9,4,4,4,9,4,4,5,5,5,매우만족
400,2021,1,3,3,1,11,1,7,1,1,1,3,2,Y,4,7,2,0,80000,1,80000,0,11,충청북도,0,Y,Y,N,N,N,1,5,0,4,3,4,3,4,4,4,5,4,4,3,4,3,3,만족
401,2021,1,4,4,2,11,1,3,1,1,1,3,3,Y,1,10,3,0,99999,3,33333,0,12,충청남도,0,Y,Y,N,N,N,1,4,5,4,9,4,4,9,3,3,3,9,4,4,5,4,4,매우만족
402,2021,1,3,4,2,11,1,3,1,1,1,3,2,N,5,10,3,0,50000,1,50000,0,11,충청북도,0,Y,N,Y,N,N,1,5,4,5,9,4,4,9,4,4,4,9,4,4,5,4,4,매우만족
403,2021,1,4,4,2,12,1,3,1,2,1,5,4,Y,4,1,4,0,120000,2,60000,0,1,서울특별시,0,Y,Y,N,N,N,1,8,2,4,9,4,4,5,4,4,4,9,3,4,4,4,4,만족
404,2021,1,3,4,2,12,1,2,1,1,1,3,2,N,5,4,1,0,30000,1,30000,0,11,충청북도,0,Y,Y,Y,N,N,1,9,5,4,3,4,4,4,5,4,5,4,4,4,4,4,4,만족
405,2021,1,5,3,2,12,1,8,1,1,1,4,3,N,1,8,2,1,400000,4,100000,1,11,충청북도,3,Y,Y,N,Y,Y,1,3,5,5,5,5,4,9,4,4,4,5,4,4,5,5,4,매우만족
406,2021,1,3,4,2,12,1,4,1,1,1,4,2,Y,4,8,2,0,80000,2,40000,0,12,충청남도,0,Y,Y,N,N,N,1,2,11,4,9,4,4,9,4,4,4,9,4,4,4,4,4,만족
407,2021,2,5,3,2,12,1,5,1,1,1,3,4,Y,4,5,1,0,110000,1,110000,0,6,대전광역시,0,N,N,N,N,Y,1,15,0,5,4,4,5,4,5,4,5,9,5,4,4,5,5,매우만족
408,2021,1,3,4,2,12,1,3,1,1,1,3,2,Y,1,7,2,0,105003,3,35001,0,12,충청남도,0,Y,Y,N,N,N,1,14,1,5,4,4,4,9,4,4,4,9,4,4,4,4,4,만족
409,2021,1,4,4,2,12,1,3,1,1,1,4,2,Y,1,3,1,0,955000,4,238750,0,12,충청남도,0,N,Y,Y,N,N,1,8,12,4,4,5,4,4,3,4,5,4,4,4,5,4,4,매우만족
410,2021,1,4,4,2,12,3,5,3,1,1,2,2,Y,4,5,1,0,50000,1,50000,0,8,세종특별자치시,0,N,N,N,N,Y,1,13,0,3,9,3,3,9,3,3,3,9,3,3,4,3,3,만족
411,2021,2,4,4,2,12,1,4,1,1,1,3,3,Y,4,7,2,0,94100,1,94100,0,1,서울특별시,0,N,N,N,N,Y,1,13,0,2,9,2,3,9,4,4,4,9,3,2,3,3,3,보통
412,2021,1,5,4,2,12,1,3,1,1,1,4,2,Y,4,10,3,0,57666,1,57666,0,12,충청남도,0,N,N,N,Y,N,1,4,1,4,5,5,4,4,4,4,5,9,4,4,5,5,5,매우만족
413,2021,1,5,4,2,12,1,3,1,1,1,5,4,Y,4,5,1,0,50000,1,50000,0,12,충청남도,0,N,N,N,N,Y,1,13,0,9,9,4,4,9,4,5,4,4,3,4,4,4,4,만족
414,2021,1,5,4,2,12,2,4,2,2,1,6,4,N,5,7,2,0,60000,2,30000,0,6,대전광역시,0,Y,Y,N,Y,Y,3,2,1,5,5,4,4,4,4,3,4,4,4,4,5,4,4,매우만족
415,2021,1,2,4,1,12,1,3,1,1,1,3,2,Y,4,1,4,2,347001,3,115667,0,16,경상남도,2,Y,N,N,N,N,1,15,0,5,5,4,4,9,4,4,4,9,4,4,4,4,4,만족
416,2021,1,3,4,2,12,3,5,3,2,1,4,2,Y,2,7,2,2,699996,3,233332,1,12,충청남도,4,Y,Y,N,N,N,1,4,12,5,9,4,4,4,4,4,4,9,4,4,4,4,4,만족
417,2021,1,5,3,2,12,1,3,1,1,1,5,3,Y,5,4,1,0,150000,2,75000,0,11,충청북도,0,Y,Y,N,Y,Y,1,11,14,4,5,5,4,4,4,4,3,4,4,5,3,3,3,보통
418,2021,1,3,4,1,12,1,2,1,1,1,2,1,Y,4,4,1,0,51000,1,51000,0,6,대전광역시,0,Y,Y,N,N,Y,1,11,14,3,9,4,3,4,3,4,3,3,2,3,3,3,3,보통
419,2021,1,4,4,1,12,1,2,1,1,1,4,3,Y,4,4,1,0,240000,1,240000,0,1,서울특별시,0,N,Y,N,N,Y,10,5,4,1,2,1,4,5,3,5,4,9,1,1,4,4,4,만족
420,2021,1,2,4,1,12,1,3,1,1,1,3,4,Y,4,2,4,0,112002,3,37334,0,6,대전광역시,0,Y,N,N,Y,N,1,14,1,4,5,4,4,9,5,5,4,9,4,4,4,4,4,만족
421,2021,1,3,3,2,12,3,6,3,2,1,4,3,Y,4,3,1,0,75000,1,75000,0,12,충청남도,0,Y,Y,N,N,N,1,1,0,3,9,4,3,4,3,4,4,9,4,4,3,3,3,보통
422,2021,1,5,3,2,12,1,3,1,1,1,7,4,Y,4,4,1,0,50000,1,50000,0,1,서울특별시,0,N,Y,N,N,Y,1,1,4,4,9,4,4,9,4,4,4,9,3,4,4,4,4,만족
423,2021,2,6,3,2,12,1,4,1,1,1,2,2,Y,4,9,3,0,150000,2,75000,0,12,충청남도,0,N,Y,N,N,N,1,3,14,4,5,4,4,4,9,4,5,9,2,2,5,5,5,매우만족
424,2021,1,3,4,1,12,1,3,1,1,1,4,3,N,5,3,1,0,70000,1,70000,0,8,세종특별자치시,0,Y,Y,Y,N,N,1,6,8,5,5,5,4,9,5,5,5,9,4,4,4,4,4,만족
425,2021,1,4,4,1,12,1,3,1,1,1,4,3,Y,4,9,3,0,120000,2,60000,0,12,충청남도,0,Y,Y,N,N,N,1,4,3,2,3,4,3,9,9,3,4,9,3,3,2,2,2,불만족
426,2021,1,4,4,2,12,1,3,1,1,1,5,3,Y,4,2,4,0,80000,1,80000,0,6,대전광역시,0,N,N,N,N,N,1,9,0,3,9,4,4,9,4,4,3,9,4,3,3,4,3,만족
427,2021,1,2,4,1,12,1,5,1,2,1,3,3,Y,4,7,2,0,50000,1,50000,0,12,충청남도,0,Y,Y,Y,N,N,1,2,11,4,5,4,4,5,4,4,3,4,4,3,4,4,4,만족
428,2021,2,3,4,1,12,1,3,1,1,1,3,2,N,5,10,3,0,30000,1,30000,0,6,대전광역시,0,Y,N,Y,Y,N,1,1,11,4,4,4,3,3,4,3,4,9,3,3,4,4,4,만족
429,2021,1,3,4,2,12,1,3,1,1,1,3,3,N,5,8,2,0,300000,3,100000,0,12,충청남도,0,Y,Y,N,N,N,1,2,4,5,9,5,5,9,4,4,4,9,4,4,4,4,4,만족
430,2021,2,5,3,4,12,1,4,1,2,2,3,2,Y,4,3,1,0,32500,1,32500,0,12,충청남도,0,N,Y,N,N,Y,6,2,4,3,9,4,4,4,4,5,4,9,4,4,4,4,4,만족
431,2021,1,5,4,2,12,1,3,1,1,1,5,4,Y,4,10,3,0,100000,2,50000,0,8,세종특별자치시,0,Y,N,N,N,N,1,5,14,5,9,4,4,9,5,5,5,9,4,4,4,4,4,만족
432,2021,1,2,4,1,12,1,3,1,1,1,3,3,Y,1,4,1,0,123334,1,123334,0,6,대전광역시,0,N,Y,N,N,N,1,2,14,9,9,2,4,4,3,4,3,9,3,2,4,4,4,만족
433,2021,2,5,3,2,12,4,6,4,2,1,1,3,Y,4,1,4,0,255000,1,255000,0,13,전라북도,0,Y,Y,N,N,N,1,7,9,5,9,5,4,5,5,4,5,9,5,4,5,5,5,매우만족
434,2021,1,6,3,2,12,3,4,3,2,1,3,2,Y,4,9,3,0,30000,1,30000,0,6,대전광역시,0,N,Y,N,N,N,1,5,3,2,3,3,4,9,9,4,3,3,4,5,3,3,3,보통
435,2021,1,2,4,1,12,1,5,1,2,1,2,1,Y,4,12,4,0,30000,1,30000,0,12,충청남도,0,N,Y,N,N,Y,1,4,8,9,9,3,4,9,9,3,4,9,3,3,3,3,4,만족
436,2021,1,6,3,2,12,3,6,3,2,1,4,3,Y,4,9,3,0,450000,1,450000,0,12,충청남도,0,N,N,N,N,Y,1,15,0,4,5,9,4,9,4,4,3,9,3,3,4,3,3,만족
437,2021,2,5,3,2,13,1,5,1,2,1,2,3,N,1,1,4,1,421500,2,210750,0,15,경상북도,0,Y,Y,Y,Y,N,1,1,8,5,5,4,5,5,5,5,5,5,5,5,5,5,5,매우만족
438,2021,1,5,4,2,13,1,1,1,1,1,7,4,Y,4,3,1,0,86000,1,86000,0,8,세종특별자치시,0,Y,Y,N,Y,N,1,5,4,4,5,5,4,5,4,4,4,4,5,5,5,4,5,매우만족
439,2021,1,4,3,2,13,3,8,3,1,1,4,3,Y,4,3,1,0,118750,1,118750,0,5,광주광역시,0,Y,Y,N,Y,N,1,2,4,4,5,4,4,4,5,4,4,4,4,4,5,5,4,매우만족
440,2021,1,6,4,2,13,2,2,2,1,1,7,4,Y,4,3,1,0,125250,1,125250,0,9,경기도,0,Y,Y,N,Y,N,1,5,11,5,9,5,4,4,4,4,5,5,4,4,5,5,4,매우만족
441,2021,2,2,4,1,13,1,3,1,1,1,3,4,Y,4,3,1,0,110000,1,110000,0,11,충청북도,0,Y,N,N,Y,N,1,1,14,4,9,5,4,4,9,4,4,4,4,4,5,4,4,매우만족
442,2021,2,3,4,1,13,1,2,1,1,1,4,3,Y,4,6,2,1,192500,1,192500,0,5,광주광역시,9,N,Y,N,Y,Y,1,8,1,9,9,3,5,9,4,4,5,5,4,4,4,4,4,만족
443,2021,1,3,4,2,13,1,3,1,1,1,3,2,Y,1,3,1,0,110001,3,36667,0,13,전라북도,0,N,Y,N,N,N,1,1,12,4,5,4,4,4,4,3,4,4,4,4,4,4,4,만족
444,2021,1,4,4,2,13,3,5,3,2,1,2,2,N,5,3,1,0,30000,1,30000,0,13,전라북도,0,Y,Y,N,Y,N,1,12,14,4,5,4,5,5,5,4,4,5,5,4,4,4,4,만족
445,2021,1,3,4,2,13,1,2,1,1,1,4,3,Y,4,6,2,0,72000,1,72000,0,13,전라북도,0,Y,N,N,Y,N,1,9,3,4,4,4,3,5,9,4,4,4,4,4,4,4,4,만족
446,2021,1,2,4,1,13,1,3,1,2,1,3,2,Y,1,8,2,0,69999,3,23333,0,13,전라북도,0,Y,N,N,N,N,1,8,3,4,9,4,4,5,4,4,4,9,4,4,4,4,4,만족
447,2021,1,4,4,2,13,1,3,1,1,1,4,3,Y,4,6,2,0,95000,1,95000,0,5,광주광역시,0,N,Y,N,Y,Y,1,8,1,9,9,3,4,9,4,5,4,4,4,4,4,4,4,만족
448,2021,1,4,4,2,13,1,3,1,1,1,5,4,Y,4,12,4,0,180000,1,180000,0,14,전라남도,0,Y,Y,N,Y,Y,1,1,2,5,4,4,5,9,5,4,5,9,5,5,5,4,4,매우만족
449,2021,1,3,4,1,13,1,2,1,1,1,3,2,Y,4,8,2,0,272000,2,136000,0,8,세종특별자치시,0,Y,N,N,N,Y,1,9,5,4,9,4,3,4,9,4,5,9,4,4,4,4,4,만족
450,2021,1,6,4,2,13,2,2,2,1,1,5,3,Y,4,3,1,0,126000,1,126000,0,13,전라북도,0,Y,Y,N,Y,N,1,2,3,4,5,5,4,4,4,5,4,4,4,4,5,4,5,매우만족
451,2021,1,4,4,2,14,3,7,3,1,1,3,2,Y,4,12,4,0,240000,2,120000,0,13,전라북도,0,Y,N,N,Y,N,1,5,11,4,5,4,5,9,4,4,4,9,4,4,4,4,4,만족
452,2021,1,3,4,1,14,1,3,1,1,1,3,3,Y,4,1,4,0,347000,1,347000,0,5,광주광역시,0,N,Y,N,Y,N,1,8,1,9,9,4,5,4,4,5,5,9,4,4,5,4,4,매우만족
453,2021,2,3,4,1,14,1,3,1,1,1,4,3,Y,4,1,4,2,550000,1,550000,0,1,서울특별시,1,N,Y,N,Y,Y,2,1,2,9,9,3,4,9,4,5,5,4,4,4,5,4,4,매우만족
454,2021,1,5,4,2,14,1,8,1,1,1,3,2,Y,4,4,1,0,84000,1,84000,0,14,전라남도,0,N,Y,N,N,Y,1,11,5,4,9,4,4,9,9,4,4,9,3,4,4,3,3,만족
455,2021,1,5,4,2,14,1,2,1,1,1,5,3,Y,4,4,1,0,106500,1,106500,0,13,전라북도,0,N,Y,N,Y,N,1,11,5,4,4,4,4,5,9,4,5,4,5,5,4,4,4,만족
456,2021,1,5,4,2,14,1,2,1,1,1,7,5,Y,4,6,2,0,100000,1,100000,0,6,대전광역시,0,N,N,N,N,Y,1,15,0,5,9,4,4,9,9,4,4,9,3,4,4,4,4,만족
457,2021,1,2,4,1,14,1,3,1,1,1,3,2,N,5,5,1,0,20000,2,10000,0,5,광주광역시,0,Y,Y,N,N,N,1,9,14,4,4,4,5,5,4,4,5,4,4,4,4,4,4,만족
458,2021,1,4,4,2,14,1,3,1,1,1,3,2,Y,4,1,4,0,160000,1,160000,0,13,전라북도,0,N,Y,N,Y,N,1,2,1,5,5,4,5,9,5,4,5,9,5,5,4,4,4,만족
459,2021,2,4,4,1,14,1,3,1,1,1,4,3,Y,4,1,4,0,70000,1,70000,0,14,전라남도,0,N,N,N,N,Y,1,2,1,5,4,5,5,9,5,4,5,5,5,4,4,4,4,만족
460,2021,1,6,3,2,14,1,5,1,1,1,4,3,Y,4,1,4,0,150003,3,50001,0,14,전라남도,0,Y,N,N,N,N,1,11,0,4,5,5,4,3,3,4,5,4,4,4,4,3,4,만족
461,2021,1,6,4,2,14,1,8,1,1,1,4,3,Y,2,1,4,0,170000,4,42500,0,14,전라남도,0,Y,N,N,N,Y,1,9,5,3,4,3,3,9,3,3,4,9,4,3,3,3,3,보통
462,2021,1,3,4,1,14,1,3,1,1,1,4,3,Y,4,1,4,0,106667,1,106667,0,5,광주광역시,0,Y,Y,N,Y,Y,1,1,2,5,5,5,4,5,4,5,5,9,5,4,5,5,4,매우만족
463,2021,1,3,4,1,14,1,3,1,1,1,3,2,Y,4,4,1,1,94850,1,94850,0,5,광주광역시,1,Y,Y,Y,N,N,1,9,5,4,9,5,5,9,4,5,4,4,5,4,4,4,4,만족
464,2021,1,3,4,1,14,1,3,1,1,1,4,3,Y,4,4,1,0,154000,1,154000,0,5,광주광역시,0,Y,Y,N,N,Y,1,2,8,4,9,5,4,5,4,4,4,4,5,4,5,5,4,매우만족
465,2021,2,4,4,2,15,3,5,3,2,1,3,3,Y,4,7,2,0,100000,1,100000,0,3,대구광역시,0,N,Y,N,N,N,1,13,8,4,9,5,4,9,4,4,4,9,4,4,4,4,4,만족
466,2021,1,2,4,1,15,3,4,3,2,1,3,2,Y,4,6,2,0,100000,1,100000,0,2,부산광역시,0,Y,N,N,N,N,1,15,4,4,9,4,3,9,4,4,4,9,2,4,3,3,3,보통
467,2021,2,4,4,2,15,1,3,1,1,1,4,3,Y,4,4,1,0,40000,1,40000,0,15,경상북도,0,Y,N,N,N,N,1,2,15,4,4,5,4,9,4,4,4,9,4,5,4,4,4,만족
468,2021,1,7,1,2,15,3,5,3,2,1,2,1,Y,4,8,2,0,52000,1,52000,0,7,울산광역시,0,Y,N,N,N,N,6,15,1,4,9,4,4,9,3,4,4,9,3,4,4,4,4,만족
469,2021,1,4,4,1,15,1,5,1,2,1,3,3,Y,4,7,2,0,51700,1,51700,0,3,대구광역시,0,N,N,N,Y,Y,1,1,4,9,9,3,5,3,4,4,3,9,3,2,3,3,3,보통
470,2021,1,2,4,1,15,3,4,3,2,1,4,3,Y,4,1,4,0,295000,1,295000,0,7,울산광역시,0,N,Y,N,Y,N,1,1,5,9,9,4,5,9,3,4,5,9,4,4,4,5,4,매우만족
471,2021,1,3,4,2,15,1,8,1,1,1,5,3,Y,4,5,1,0,150000,1,150000,0,15,경상북도,0,N,Y,N,N,N,1,7,1,3,9,4,9,4,4,9,5,9,3,2,4,5,3,만족
472,2021,2,5,3,2,15,3,4,3,2,1,3,3,Y,4,8,2,2,150003,3,50001,0,14,전라남도,12,Y,N,N,Y,N,1,5,14,5,4,5,4,9,4,4,4,9,4,5,4,4,4,만족
473,2021,1,5,3,2,15,3,4,3,2,1,4,3,Y,4,10,3,0,171000,1,171000,0,1,서울특별시,0,N,N,N,Y,N,2,15,4,9,9,4,3,4,3,4,3,9,3,4,4,3,3,만족
474,2021,2,3,4,2,15,3,4,3,2,1,2,2,Y,4,12,4,1,500001,3,166667,0,1,서울특별시,9,Y,N,N,N,Y,1,1,15,4,9,5,4,9,4,4,5,9,4,5,4,4,5,매우만족
475,2021,1,6,2,2,15,3,6,3,2,1,2,1,Y,4,2,4,0,59000,2,29500,0,3,대구광역시,0,N,N,N,N,Y,1,14,0,3,9,4,4,9,4,4,4,9,3,4,3,3,3,보통
476,2021,1,5,4,1,15,3,8,3,1,1,3,2,Y,4,1,4,0,50000,1,50000,0,11,충청북도,0,N,Y,N,N,N,1,5,4,3,3,4,4,9,4,4,4,9,4,4,4,3,3,만족
477,2021,1,6,3,2,15,2,5,2,2,1,5,3,Y,4,1,4,0,72000,2,36000,0,15,경상북도,0,N,Y,N,N,N,1,5,3,4,9,5,4,9,4,4,4,9,4,4,4,4,4,만족
478,2021,1,4,4,2,15,1,3,1,1,1,4,3,Y,4,2,4,0,60000,1,60000,0,1,서울특별시,0,N,Y,N,N,N,6,15,0,9,9,4,4,9,9,5,4,9,2,2,4,4,3,만족
479,2021,1,5,4,4,15,1,3,1,2,1,4,3,Y,4,3,1,0,50000,1,50000,0,15,경상북도,0,Y,N,N,N,N,1,4,15,4,9,4,4,9,5,4,5,9,4,4,4,4,4,만족
480,2021,1,5,4,2,15,3,5,3,2,1,4,3,Y,4,3,1,0,60800,1,60800,0,15,경상북도,0,Y,Y,N,N,N,1,15,0,4,9,3,3,9,9,4,3,9,3,3,3,3,3,보통
481,2021,1,1,4,1,15,1,4,1,2,1,1,2,Y,4,2,4,0,64000,1,64000,0,3,대구광역시,0,N,Y,N,Y,N,2,13,15,9,9,4,5,9,9,4,4,9,3,3,4,4,4,만족
482,2021,1,5,3,2,15,3,4,3,2,1,4,2,Y,4,4,1,0,20000,1,20000,0,11,충청북도,0,N,Y,N,N,N,1,8,0,5,9,4,4,9,4,5,4,9,4,4,4,4,4,만족
483,2021,2,6,4,3,15,3,2,3,2,1,4,3,Y,4,4,1,1,477000,1,477000,0,15,경상북도,3,Y,Y,N,N,N,10,15,0,5,9,4,4,9,5,4,4,9,4,4,5,4,5,매우만족
484,2021,2,6,3,2,15,1,3,1,2,1,2,3,Y,4,4,1,0,62600,1,62600,0,1,서울특별시,0,N,N,N,N,N,5,15,0,9,9,5,4,9,9,5,4,9,4,3,4,5,4,매우만족
485,2021,2,5,3,4,15,3,5,3,1,1,3,2,Y,4,4,1,0,12500,1,12500,0,15,경상북도,0,N,N,N,N,Y,1,13,0,9,9,4,4,9,9,9,4,9,4,3,4,4,4,만족
486,2021,1,6,3,2,15,3,7,3,2,1,4,3,Y,4,3,1,0,40000,1,40000,0,15,경상북도,0,N,N,N,Y,N,1,4,0,4,5,4,4,9,5,4,4,9,3,4,4,4,4,만족
487,2021,1,5,4,2,15,1,3,1,1,1,5,3,Y,4,12,4,1,300000,1,300000,0,1,서울특별시,1,N,Y,N,N,N,6,15,0,9,9,4,4,9,9,4,4,9,3,2,4,5,3,만족
488,2021,1,2,4,1,15,1,3,1,1,1,3,3,Y,4,5,1,1,200000,1,200000,0,17,제주특별자치도,0,Y,Y,N,N,Y,3,4,1,4,4,4,3,4,4,4,4,9,3,3,4,4,4,만족
489,2021,1,2,4,1,15,1,7,1,2,1,2,3,Y,4,1,4,2,163000,1,163000,0,2,부산광역시,12,Y,Y,N,N,Y,6,5,2,4,9,4,4,4,4,4,9,4,4,4,4,4,4,만족
490,2021,1,5,4,4,15,3,7,3,1,1,3,2,Y,4,3,1,0,51000,1,51000,0,16,경상남도,0,Y,Y,N,N,N,1,4,11,4,9,4,4,9,4,4,4,9,4,4,4,4,4,만족
491,2021,2,4,4,2,15,1,2,1,1,1,3,3,Y,4,2,4,0,71000,2,35500,0,3,대구광역시,0,Y,N,N,N,N,1,1,2,4,9,5,4,4,4,4,5,9,3,4,4,4,4,만족
492,2021,2,5,4,2,15,3,5,3,2,1,4,3,Y,4,11,3,0,48500,2,24250,0,3,대구광역시,0,Y,Y,N,N,N,1,5,11,4,4,5,4,4,4,4,4,9,4,3,4,4,4,만족
493,2021,2,2,3,1,15,1,4,1,1,1,2,3,N,1,11,3,0,50000,1,50000,0,15,경상북도,0,Y,Y,N,N,N,1,1,3,4,9,4,3,4,9,3,3,9,3,4,4,4,4,만족
494,2021,1,4,4,2,15,3,5,3,2,1,6,3,N,5,2,4,0,70000,1,70000,0,3,대구광역시,0,Y,Y,N,Y,N,1,2,5,4,4,4,4,3,3,4,4,4,3,4,4,4,4,만족
495,2021,1,4,4,2,15,1,3,1,1,1,4,3,N,1,5,1,0,37500,1,37500,0,15,경상북도,0,Y,Y,N,N,N,1,8,4,5,4,5,5,9,9,4,4,9,4,4,4,4,4,만족
496,2021,2,6,2,2,15,3,4,3,2,1,4,2,Y,4,5,1,0,100000,1,100000,0,3,대구광역시,0,N,Y,N,N,N,6,4,7,4,9,4,9,9,9,4,3,9,4,3,4,4,4,만족
497,2021,2,6,3,2,15,4,5,4,2,1,1,3,N,1,11,3,0,65000,1,65000,0,11,충청북도,0,Y,Y,N,N,N,1,2,4,5,9,4,4,9,9,4,4,9,3,4,4,4,4,만족
498,2021,1,5,3,2,15,3,7,3,2,1,6,3,N,5,10,3,0,30000,1,30000,0,15,경상북도,0,Y,Y,N,N,N,1,4,1,4,9,4,4,9,4,4,4,9,4,4,4,4,4,만족
